t,imb,N
7.321670496659217e6,0.800027325173408,-14.657150409465228
8.05383754632514e6,0.817886425111345,-14.633829707192628
8.859221300957654e6,0.7996282736081334,-14.671766835352514
9.74514343105342e6,0.8283334652366099,-14.661948831048548
1.0719657774158763e7,0.8197726816959668,-14.583788426948647
1.179162355157464e7,0.8117676468971017,-14.749452320622604
1.2970785906732105e7,0.8268317648366127,-14.754964184683338
1.4267864497405317e7,0.8119123639332272,-14.818880496811106
1.569465094714585e7,0.8174823408199033,-14.553302138902076
1.7264116041860435e7,0.8306952925560181,-14.692313440628615
1.8990527646046482e7,0.8446499139256363,-14.957239489412729
2.0889580410651132e7,0.816189332824295,-14.586846528745514
2.2978538451716248e7,0.8285638673528716,-14.75362055426877
2.5276392296887875e7,0.8128190794463028,-14.713214736920987
2.7804031526576664e7,0.8284413027043017,-14.797029278670925
3.0584434679234333e7,0.8279043660237064,-14.609502335961645
3.3642878147157766e7,0.8230242983862459,-14.677295520920085
3.7007165961873546e7,0.8274925720929486,-14.72079291907534
4.070788255806091e7,0.8036679085207639,-14.63899167147434
4.4778670813867e7,0.8238240691722986,-14.680325439295824
4.925653789525371e7,0.8322603630462823,-14.758516444179973
5.4182191684779085e7,0.8044012166566508,-14.654227593116275
5.9600410853257e7,0.8108356757841255,-14.522697648064947
6.55604519385827e7,0.8145937722507145,-14.948186547320843
7.211649713244098e7,0.8176441001832317,-14.627209303262942
7.93281468456851e7,0.82825218649597,-14.637437774862715
8.72609615302536e7,0.8117968264015392,-14.819125130866052
9.598705768327898e7,0.8348536834868633,-14.779665286641746
1.0558576345160688e8,0.8138767601559125,-14.715797181200584
1.1614433979676758e8,0.8148750318049007,-14.856852046439213
1.2775877377644435e8,0.8083941530612412,-14.616626181466145
1.405346511540888e8,0.8183103211850482,-14.563791686744336
1.545881162694977e8,0.8346617781602195,-14.821687525233951
1.7004692789644748e8,0.8286883874799632,-14.819763496583601
1.8705162068609226e8,0.805611360467091,-14.784173772594182
2.057567827547015e8,0.810669076262368,-14.62122829092908
2.2633246103017166e8,0.8290572961203494,-14.822667201295019
2.4896570713318884e8,0.8282555066104808,-14.74761926281133
2.738622778465077e8,0.8230030215034289,-14.63807960547054
3.0124850563115853e8,0.8068119292174589,-14.670879152321234
3.313733561942744e8,0.8299422284743381,-14.669596819720033
3.6451069181370187e8,0.8265548803542149,-14.716715313376522
4.0096176099507207e8,0.808489591256269,-14.744114247534508
4.410579370945793e8,0.821601752293372,-14.79323555044589
4.851637308040373e8,0.8082303136195187,-14.783329335634441
5.33680103884441e8,0.8321604361772502,-14.74617808391988
5.870481142728852e8,0.8069082877961394,-14.759745888722637
6.457529257001737e8,0.8206161050913546,-14.7639797916338
7.103282182701912e8,0.8286192729943153,-14.640079391591035
7.813610400972104e8,0.8203984455717963,-14.765736659620938
8.594971441069316e8,0.813018613941709,-14.605324232450617
9.454468585176249e8,0.8111095381232352,-14.640477795360068
1.0399915443693874e9,0.8197815151315265,-14.7548977109764
1.1439906988063262e9,0.812611506105474,-14.840176048397574
1.2583897686869588e9,0.8390859720279906,-14.82138016419732
1.3842287455556548e9,0.827605522066072,-14.763235375098239
1.5226516201112204e9,0.8039743503000402,-14.642813875451465
1.6749167821223426e9,0.8252452784956664,-14.827022147750366
1.842408460334577e9,0.8185753631789363,-14.703230029156824
2.0266493063680348e9,0.8162350933191639,-14.673659793562527
2.2293142370048385e9,0.8012346820634209,-14.690591537638477
2.4522456607053227e9,0.8159900831061193,-14.787011526190948
2.697470226775855e9,0.8352910525458251,-14.83469144166611
2.9672172494534407e9,0.8202157638762388,-14.70582863753754
3.263938974398785e9,0.819192496367104,-14.745367047171852
3.590332871838664e9,0.8325325280632573,-14.837750282939913
3.9493661590225306e9,0.8142476732293589,-14.608112737742612
4.344302774924784e9,0.8239910904958924,-14.781626548744356
4.778733052417262e9,0.8235280450498592,-14.844933178305807
5.256606357658989e9,0.8127922046650093,-14.805051976230388
5.782266993424889e9,0.8142350679475482,-14.63436406835572
6.360493692767378e9,0.8009406171472032,-14.58868773034874
6.996543062044116e9,0.8249045591929601,-14.77293440927763
7.6961973682485285e9,0.8146798006874542,-14.657293546753658
8.465817105073382e9,0.807662062104472,-14.756502079960542
9.31239881558072e9,0.8154416675011563,-14.729332014252456
