en,dw,occ
-16.853429730626328,7.958325830328899,1.0989036007596823e-18
-16.807482414432,7.948852323483204,2.0357240304636046e-18
-16.789417145609637,7.986574124827725,5.259398276680756e-19
-16.763611710858434,8.025149333315504,3.575963610659912e-19
-16.74238615008188,8.01606618715191,1.646233924543177e-17
-16.737400078606587,7.975266003624449,-1.2287198660236608e-18
-16.732580770006617,8.013837329390235,1.2076066320261627e-18
-16.71596381346334,8.002457069641649,3.1180516756455106e-19
-16.697614420760043,7.996177968875196,2.5380647581054066e-18
-16.675814617680683,7.986792765030913,-2.1466435832473968e-18
-16.6744382449867,7.982285196861924,-3.6509463355226083e-19
-16.644515105896375,8.036671478845332,-1.2402296929052327e-17
-16.629173837615262,7.961030927441361,1.2119290432118164e-17
-16.6024807358024,8.046594555959581,4.357143970871707e-18
-16.585152003499456,8.011511658842213,-4.013553440719547e-17
-16.564886942457072,8.029799940517933,1.2871031673867428e-15
-16.54757686598877,8.02282012598258,2.155204175705874e-16
-16.546720107214238,7.986997001702174,1.6088215120303957e-17
-16.54556233502137,8.021859683795842,-1.6770807782859554e-19
-16.53900460101114,7.9874498609591535,6.3471699620827046e-18
-16.537008129584734,8.017180948929408,-1.2061551992766433e-16
-16.53203162802675,8.045819517275419,9.471513108388092e-16
-16.526093455024128,8.012540406603403,1.2595964384142855e-17
-16.52226672719141,8.012674235296949,1.893393537918835e-16
-16.520654586343532,8.039974064167433,-1.155598509225153e-15
-16.51230168503345,8.035394481349144,8.34242402331065e-16
-16.50961641913312,8.004856728320444,-1.3271603999930838e-17
-16.499999999999996,8.0,-1.0519161711239167e-17
-16.498833235536683,8.000651011237437,3.0970393860511405e-18
-16.489729486480808,7.99859628055491,-4.5839546850008294e-18
-16.489071737065284,7.995937868069256,-5.428291037078175e-16
-16.45935556737796,8.036331199994876,1.1914114070376276e-15
-16.44577772387647,8.032734354402562,-2.6801693304679788e-17
-16.383555604097662,8.001669901404227,-1.215967436469757e-15
-16.382148784582547,7.999900703319179,2.2230646713221287e-18
-16.36819972122891,7.9938678612343566,-3.373726788351172e-18
-16.362802228845833,8.027810146786518,-4.852538423680528e-17
-16.35589901166882,8.021566886251984,-9.353332153817978e-17
-16.353048992122805,8.009392040834918,6.532443350304547e-18
-16.345123665594492,8.007613063337846,-6.076659282550911e-18
-16.334170502581845,8.011919276049143,-1.1896386333051176e-18
-16.296845948175342,7.993808451941226,-3.2447274729193764e-18
-16.25319700819858,8.105396546830814,5.013962583999932e-16
-16.197038831692527,8.090539155625635,-2.404404399770078e-16
-16.188607510192156,8.087026506624824,-9.873844356505345e-17
-16.186178410367773,8.08734866037525,-1.4418037521690232e-16
-16.18288319918735,8.087069190216063,-1.3233997450718662e-17
-16.181134951898756,8.084633404567333,1.074791638132097e-16
-16.180703702594464,8.084036707361959,-1.58905135242376e-16
-16.167660415421384,8.073920746734746,1.0544244668765968e-15
-16.1602650586693,8.078651775714105,5.448039158873527e-16
-16.144375121984968,8.070172557328462,3.9025580546913323e-16
-16.12641489627866,8.059511794358524,-1.909250989209374e-15
-16.124140049066348,8.057874783035604,5.311088164589695e-17
-16.124046335099326,8.061090564452131,-1.1828065561770325e-15
-16.12266461073231,8.059096835835776,1.3768877047276712e-15
-16.116013983213737,8.055310473339352,-4.3528582853035665e-17
-16.11499026976149,8.054652100503539,-4.1544087207257406e-17
-16.11243491520226,8.052321180227338,5.0826194599691964e-15
-16.111443241222894,8.052161385777994,-1.0494947283089677e-16
-16.107067457652217,8.050597660654933,2.0057892784785802e-16
-16.10697756264044,8.05109311681658,-8.982602224109779e-18
-16.091269029955182,8.044299685808987,-4.264053190677361e-15
-16.08956932747813,8.042554374346789,-7.951333944696047e-16
-16.088476894063813,8.041824258404656,2.57464195693595e-16
-16.08396034676122,8.039689985363955,1.9217755123876298e-15
-16.08258876973503,8.039148857502942,7.865109441420606e-16
-16.08093031139525,8.039071900498751,-2.9071020389311012e-15
-16.080006363875427,8.038636934997172,1.9757003084365346e-17
-16.076613507436484,8.036311636174919,5.7030378349464064e-15
-16.073932842930354,8.035848887828406,-6.396579694293608e-15
-16.070259356412972,8.033453367278186,-2.680226123790232e-16
-16.06891469813912,8.033943910234957,5.1842015257906254e-15
-16.065544517392144,8.03425950426764,-8.720357356893347e-15
-16.062770061231877,8.031601602310783,-1.847457474901756e-14
-16.06250024814636,8.031250873229164,-1.5775880438611148e-13
-16.062021023562046,8.030540614520698,-2.4044172340120815e-11
-16.062019202317988,8.030536144330672,-0.9923659639173306
-16.0616932943562,8.030520519847776,-1.8872804096806155e-13
-16.061552812808838,8.029857499854687,2.307959883743155e-13
-16.061552812808817,8.029857499854666,1.0383588836460803e-12
-16.061107078537734,8.029228441540573,-1.9512166968751682e-13
-16.060094052909694,8.029165017069827,9.371896216599091e-15
-16.05973309284516,8.028958730702163,-2.2925469808573752e-14
-16.058125458550354,8.028209286358432,4.991328395072382e-16
-16.056821479114365,8.028096159387964,4.4772022859412217e-14
-16.046509122592983,8.022686362989035,1.212951953052665e-16
-16.04346014769788,8.021657926546908,5.552532130473303e-16
-16.04158304662829,8.02064090498878,3.775340029947418e-15
-16.04062617462689,8.01998852543967,7.480725642362178e-16
-16.03905399009133,8.018701212889821,-1.210625231533519e-14
-16.038281263687054,8.018750302102085,1.4362735225142669e-15
-16.037418053573166,8.018120040756486,6.689862132221382e-15
-16.036537677840233,8.017695937079147,-8.664692224978601e-15
-16.036020051442797,8.017691500414989,-4.337042418573278e-15
-16.03507912765326,8.017087443829809,7.549597488151538e-18
-16.031982796583808,8.016695494969222,-1.2558542175098663e-14
-16.031405525096,8.016078084749934,9.911877903198866e-14
-16.03124952688069,8.015623820911971,-1.1877853997223943e-13
-16.031049191495104,8.01533024227562,-1.96530026309349e-15
-16.03087119051596,8.015495506114473,4.848769784324456e-14
-16.0300678148007,8.014763012929608,-3.1125818032023515e-15
-16.028538431385137,8.01400626954403,6.515715916468824e-16
-16.02767755789881,8.0137989467618,3.908647464049878e-15
-16.027185142474966,8.01347733492377,7.753243368065973e-15
-16.0260864898997,8.013133586361118,2.6681648371168793e-15
-16.022357592856135,8.011079971225186,-5.046104351677244e-15
-16.020199461781402,8.00975830650221,-2.5508127412186544e-15
-16.01982963602619,8.009590599565907,2.897011453867171e-15
-16.019656130775463,8.011397359993058,-9.049618209549338e-16
-16.01665568101428,8.008249079178636,-4.911696395927017e-16
-16.016398094639314,8.00824707887945,-1.0842805220560317e-15
-16.016197689952552,8.008113788505419,4.909851137802414e-15
-16.015710094771755,8.007942510006995,1.6897577309196535e-15
-16.013854333038484,8.006856229432271,3.078193214239638e-15
-16.013028488841552,8.007086968540325,1.342446077449566e-15
-16.012506160492155,8.006243504289417,-6.146159463262423e-16
-16.010330901760998,8.005191872602712,-6.984000799005927e-16
-16.010280323482444,8.005094888002269,2.8345884459613572e-15
-16.008692380849276,8.005293988461027,7.808355595578161e-16
-16.006321655485134,8.0033831524018,2.5647839272126818e-15
-16.000000000000032,8.0,-9.866783964867466e-15
-16.000000000000018,8.0,-1.926508446789069e-15
-16.000000000000014,7.99999999999999,-1.3040212239015128e-15
-16.000000000000007,7.999999999999993,-7.828431928297543e-15
-16.000000000000004,7.999999999999989,2.1735596561714614e-15
-16.000000000000004,8.00000000000002,-6.258971837233918e-15
-16.000000000000004,8.0,3.236699643537295e-15
-16.000000000000004,7.9999999999999885,7.175124798811726e-16
-15.999999999999996,8.000000000000004,-1.700786231614652e-31
-15.999999999999996,8.000000000000009,-2.9471603427352828e-15
-15.999999999999996,8.000000000000004,-8.805883735757271e-15
-15.999999999999996,8.000000000000004,1.5736961575780628e-14
-15.999999999999996,8.000000000000002,-1.6265983873973923e-14
-15.99999999999999,8.000000000000004,6.26582725311078e-16
-15.999999999999986,8.000000000000004,6.570467434605106e-15
-15.999999999999986,7.999999999999997,-6.800591533662003e-15
-15.999999999999979,8.000000000000018,7.767459567138934e-15
-15.98900537883522,7.997746309774006,1.0561952309162546e-16
-15.987428670466468,7.994052009366164,-8.229721536150684e-16
-15.986039430264363,7.994910023096022,2.0091381724393392e-16
-15.976303023057937,7.987153272768243,-6.827269630062305e-16
-15.973306414793417,7.987085899156751,1.4000836266295182e-16
-15.971235706794019,7.984703484527015,3.339634989602737e-17
-15.969817333253562,7.985921815605481,1.826249432750874e-15
-15.962079178643943,7.9834956612179795,7.896742104253924e-16
-15.943968265621535,7.976642849198396,-1.877135772313623e-15
-15.941091232028857,7.97371611270137,2.906794825616186e-16
-15.936436386982514,7.968512296529382,-2.3894142696634273e-16
-15.921797780026903,7.964531749170318,-3.3544485917936944e-16
-15.917523083178718,7.9596797664295185,-2.8929315057518263e-16
-15.909069346614782,7.960329506369032,5.792373105388916e-16
-15.903773555699829,7.958594860741201,-2.5465384002470683e-16
-15.895190625817545,7.955723164298022,1.9883995478262972e-16
-15.894931318010322,7.949990264468836,3.3100699372911193e-16
-15.88641188066099,7.949571721201544,5.532167787577175e-16
-15.878803183896913,7.9470851850673,1.2331144042995721e-17
-15.873290304510434,7.946183963870623,5.102620032105892e-17
-15.864414084567162,7.938944337254896,3.561710333791189e-17
-15.81807430542272,7.922607011776246,-1.4636141396029965e-17
-15.748054813367585,8.032071668672636,-9.208805864708074e-19
-15.738837891204803,8.022336853840098,1.307263677176917e-16
-15.71280243625176,8.007098643261731,3.684654025204083e-18
-15.695528991982457,8.013478933912758,-6.325363990445555e-18
-15.690794419550485,8.033835214245876,1.1840394890075838e-16
-15.680405143293779,8.004884311657468,-1.7994209341387e-18
-15.679203855901559,7.9942026511305,-8.5504214801942e-18
-15.671357027483786,8.02383333856909,-2.263249719612994e-16
-15.662774803614365,8.050023345635308,-1.694662971477136e-16
-15.650649252182184,8.04480482545197,1.4132493517061355e-16
-15.630385068744548,8.025696158602585,8.467880910339562e-18
-15.616998621200523,8.000112916025106,-9.33898187602518e-18
-15.614786802334695,7.999417236118761,7.387464599376041e-17
-15.609213357905318,8.053699398451409,-1.1411067185350226e-16
-15.599130046909071,7.989953135142886,-9.158526027873062e-18
-15.573789109115257,8.038298572578448,-8.2292295769173e-17
-15.551356909365374,8.02649255908433,-1.1268394080783678e-16
-15.547016065606666,8.023305187495808,-6.264760598557372e-17
-15.542331050379506,8.022405300882575,-1.9234402835373305e-16
-15.528619206454106,8.042941415643327,-6.150680382040995e-17
-15.527849016592985,8.014529245425928,-1.9137500654561072e-17
-15.52070795428778,8.010300482612692,8.808988081712786e-17
-15.518452179531245,8.01311428076431,-7.306359752427675e-19
-15.5,8.0,-3.623224144274902e-17
-15.498586958195364,8.00741382136205,-2.5515334979213042e-18
-15.490052774712684,7.993245367110392,8.608021966734186e-18
-15.47472216125319,7.98429137452556,-5.718213742562479e-18
-15.455382280765871,8.008085044375626,2.9459221705420076e-16
-15.433191580443228,7.99944424473942,4.904207347131049e-18
-15.420571504509635,7.994794667923002,4.5096041300457485e-18
-15.359754295829237,8.0348286161355,7.001584352485119e-18
-15.336976358710874,8.024794053928744,8.007800677512834e-17
-15.315723334715532,8.012054842298717,8.841972866039215e-17
-15.308803361598713,8.009612849638849,3.2439566475059324e-18
-15.279953178702861,7.993215718018519,2.6330415222822232e-18
-15.263195996361347,8.052961512688558,1.5463158100872147e-16
-15.259439013068782,7.983515588937543,1.5204151701486325e-18
-15.254077674812407,8.03394494394022,1.2788649379052784e-16
-15.243111899118126,7.99542634792541,-6.890002028726683e-16
-15.242947553139196,7.971200370580515,-5.384963813071926e-18
-15.228828908321653,8.034849472072015,-2.174875849557777e-17
-15.209558191833015,8.032474240392936,5.685404394838403e-16
-15.201012657235804,8.037986862714886,-1.2771527478081526e-16
-15.19576215227708,8.010031581432647,-9.08084304001673e-19
-15.191438869301365,8.030270835297632,9.428468002124803e-17
-15.160479895783716,8.012839030075243,-4.8041442239223586e-20
-15.153224040394331,8.014239878433296,2.6120391349194907e-16
-15.119017391099547,7.971808729091602,3.421262026346702e-19
-15.07544881955899,8.006792329500792,-2.0866839394128333e-16
-15.073401544195505,8.002329061578248,-2.2452285220772297e-16
-15.069500051418565,7.997397849802924,-2.900692709180814e-19
-15.03670608708217,7.986391599890397,2.6106480130492927e-18
-15.033238545117413,8.022331063901557,-9.475196599113302e-16
-15.019272320847612,8.011172946316915,-5.505059239939985e-18
-15.014452770102501,8.050751032539356,-1.1463777739475506e-16
-14.979478038771614,8.07209314480541,-2.7624464308305625e-16
-14.975927240270039,7.996503525178048,-3.0575714809865834e-16
-14.967533190775608,8.018206952627395,1.4827774371735619e-18
-14.96502639461626,7.987416443661357,-3.6078381813331145e-18
-14.962922124208912,8.034374429997223,-4.502975885400627e-16
-14.949076301918883,8.014311123668918,2.863029547657706e-18
-14.934371792867289,8.033090103560419,2.668923027370875e-18
-14.89568403949609,8.002703842178244,2.9565764205982056e-18
-14.887349744915955,7.990617079020906,-1.5887791886203647e-18
-14.87010715702499,8.054084544523182,3.6777989005988454e-18
-14.868574946225568,7.986075195117099,-5.071869968993405e-19
-14.866159052982212,8.054902628933588,2.350307572740793e-18
-14.75299892046047,7.992245885108341,2.8614519300792826e-21
-13.028475560084363,9.994148516410952,2.2367090606830085e-25
-12.973641881485445,9.953972636211898,6.708199625593306e-18
-12.861856509615677,9.95352660703411,-7.023724383255903e-18
-12.827753778984992,9.978282590636212,-3.6502004817430865e-19
-12.809428221448293,9.969809205550515,2.5419587649964696e-20
-12.788256637382293,9.987366877826734,-5.1969163950110384e-18
-12.767569748032034,9.977688864941518,3.262033885070433e-18
-12.700826253415137,9.992996776714616,-1.2376730897119036e-17
-12.654310078024071,9.97201939958511,-5.567493960498553e-18
-12.621354729986969,9.95771267029119,-1.1822040600920683e-17
-12.597109124216189,9.968176003043695,1.4656281662169123e-18
-12.557981675418699,10.026522748945197,8.169460103858572e-18
-12.500000000000004,10.0,2.195745095374049e-16
-12.495290374141717,9.99469242274634,2.0350400489708295e-20
-12.482489156397918,9.991479431966159,-1.7393941440793046e-16
-12.480556646186635,9.987731304553371,-1.5904869287329588e-17
-12.474349456972245,9.990213445027942,-3.63594358485721e-18
-12.473850613297301,9.989467744636423,-5.704981187959772e-17
-12.465437949128681,9.980787259034683,2.2573853568019845e-19
-12.454726890730736,9.972537819610661,1.423568666160766e-18
-12.453864666652976,9.973747300738918,4.850210677588012e-17
-12.451922076259176,9.974745384845768,2.1898203861125454e-17
-12.443618762411532,9.966961216891956,1.943494680284345e-16
-12.434282508702882,9.96571128964126,8.39895022438281e-17
-12.430316911731673,9.960731837421006,3.564744940162661e-17
-12.413628656875144,9.997965669285726,-9.30050538575172e-20
-12.408700430764917,9.951256576675444,-7.624715298922454e-17
-12.408516913204828,9.955446463243478,-8.286292349314566e-17
-12.404253600110565,9.95164084218726,-7.39465285355323e-18
-12.398068779966533,9.950754456193593,-2.6053502973265995e-17
-12.354048845993354,9.931000002453235,-3.0328432218762585e-18
-12.261049662919827,9.974692584167201,-1.5514464971881366e-17
-12.243743915146496,9.963252605659504,4.7921789438031045e-18
-12.196411502224997,9.978238559069137,-1.067639878709541e-15
-12.131450371314397,10.057993252390487,7.192190049645442e-16
-12.086927025818397,10.042038360431771,-1.27969496592672e-15
-12.06248521399143,10.031213503388539,-1.6121667182255088e-15
-12.061552812808841,10.029857499854675,5.450267510954333e-16
-12.061552812808834,10.029857499854677,4.999001709407648e-16
-12.059883851308744,10.027147586780842,4.1283885977140554e-16
-12.041630744474343,10.020858846105451,1.3554722506535652e-15
-12.038076837662725,10.018501602800798,-1.7627355552856169e-15
-12.038066063071163,10.0184612977394,1.3616851018657088e-15
-12.032465198305196,10.015681564646776,-2.4205896538726687e-15
-12.031128874149285,10.015444246572665,2.512949908364365e-15
-12.015227482521215,10.008001656793612,-5.3588932174716495e-15
-12.00157740697253,10.002317598972152,-2.645900254921926e-14
-12.001446945144924,10.002177898054995,-6.0020337019427825e-15
-12.000962452976523,10.001430678126757,4.633459304648362e-14
-12.000624224706357,10.000908089883294,1.0396259729031511e-15
-12.000000000000025,10.000000000000027,-0.0002463946253407017
-12.000000000000018,10.000000000000004,0.006430332085198751
-12.000000000000014,10.000000000000002,-0.004458053520740146
-12.000000000000014,9.999999999999998,-0.011186312052688635
-12.000000000000014,10.000000000000004,0.022328487926114124
-12.000000000000007,9.999999999999982,0.017293159479570972
-12.000000000000007,10.000000000000007,-0.012948275277037027
-12.000000000000007,10.0,-0.013230389054648654
-12.000000000000007,10.000000000000004,0.033246951289809416
-12.000000000000007,10.0,0.0038759570705667276
-12.000000000000004,9.999999999999996,-0.0020109794440126855
-12.000000000000004,9.99999999999999,-0.032054495733719636
-12.000000000000004,10.00000000000001,-0.03183405580497462
-12.000000000000004,10.000000000000007,0.03438303652737643
-12.000000000000004,10.0,-0.016646813425507494
-11.999999999999996,9.999999999999977,0.014750410238690139
-11.999999999999996,9.999999999999993,0.0045476753625719405
-11.999999999999996,9.999999999999995,0.028391515739278585
-11.999999999999996,9.999999999999995,0.008785486806215772
-11.999999999999996,10.000000000000014,0.005899070911901061
-11.999999999999996,9.999999999999993,0.0019355574617531514
-11.99999999999999,10.000000000000014,-0.055370206650056784
-11.99999999999999,10.000000000000018,0.014903176258770629
-11.99999999999999,10.000000000000005,-0.022565795828356425
-11.99999999999999,10.00000000000001,-0.003267135613607842
-11.99999999999999,10.00000000000001,0.024579103495454675
-11.999999999999986,9.99999999999999,0.004125016845043573
-11.999999999999986,10.000000000000014,0.020708473708697744
-11.999999999999986,10.000000000000004,0.02952347316596603
-11.999999999999986,10.000000000000016,0.04099522431737281
-11.999999999999979,10.000000000000004,0.025099730860150476
-11.999938449682897,9.999901346119788,1.992080408686311e-13
-11.999500324375873,9.999239162744363,3.075697692969628e-14
-11.99908221622713,9.998679858508433,7.056200786516258e-14
-11.998728398453903,9.998123350561952,-8.278412397224744e-14
-11.994832030584416,9.997446982175951,1.3590706038004921e-14
-11.98931002274215,9.99379531500382,-3.959995369858454e-15
-11.981441088120373,9.990153535483751,2.578758586256921e-15
-11.97903056514292,9.98937331289865,-4.580301345537554e-16
-11.976623110990474,9.988788672312992,4.362947162661387e-15
-11.976142395497806,9.988083101400713,2.2514824336288016e-16
-11.974162014786618,9.9864344371931,-4.208644867106775e-15
-11.970590520029887,9.987036624758066,1.9052379673227518e-15
-11.968021239715085,9.98324277866673,-1.9606977829026872e-16
-11.9665105985015,9.98094765327073,-2.1159983181306545e-16
-11.961459379445913,9.981100206537397,-4.2502156402656735e-16
-11.957655417967473,9.978162436506992,-2.0272803971238067e-16
-11.944765763219191,9.975732503570184,-2.607002250624994e-15
-11.944681652912248,9.975333116228981,1.0017061276872907e-15
-11.94104286901883,9.971622397323106,2.4052865867865557e-15
-11.939166831475934,9.971122253939942,-3.383234605120309e-16
-11.938505471492572,9.97028556509662,-7.163276450933393e-17
-11.938447187191176,9.970142500145334,3.037533941053914e-15
-11.93844718719117,9.970142500145334,-1.4711012714011317e-15
-11.938354495190143,9.97000505516992,7.301473815103794e-16
-11.938138708017224,9.969695840240874,3.1544272942944497e-16
-11.937841563265145,9.969249327552694,1.0066801150384815e-16
-11.93772556695328,9.96905438562168,1.4549083831409545e-16
-11.937715942910465,9.969123131468436,-6.478312989529487e-16
-11.937494776464899,9.968736776547704,-2.4214198954744583e-15
-11.93747177844584,9.96868168958854,1.2867640448716656e-15
-11.937359842469125,9.968576042357919,3.773363288722049e-15
-11.937179880576206,9.968277763620629,-3.807694917105681e-16
-11.937080385667837,9.96814487685078,1.0704418778595905e-16
-11.936581106075607,9.967429739976367,7.714564827816809e-16
-11.936507415620309,9.967182705370929,-1.2119460435046994e-16
-11.936098051708555,9.966686720156021,-6.250715701514932e-18
-11.929376866554193,9.960601234899087,-8.219318089091816e-16
-11.928202696875971,9.958788046443434,-1.5380604320869476e-15
-11.920635530589099,9.960467940089632,3.8498430398164685e-16
-11.916580474503071,9.96286352124021,-8.379800169580172e-16
-11.913123545330006,9.957357396470652,5.276644091132458e-16
-11.905569998411075,9.952470295117099,1.3363028785628537e-15
-11.904884977005004,9.951060466396243,-5.68459543404464e-19
-11.904744922780807,9.95774514917342,5.387981902283125e-16
-11.900652654382629,9.95166114914695,8.274282342782232e-16
-11.898212479789944,9.950861490939868,7.398752332278287e-16
-11.88834708816001,9.941229701391237,1.2942404631824887e-16
-11.882283771803326,9.9459192631081,9.563025265790232e-18
-11.879092505394219,9.943477757491284,6.721225657550013e-17
-11.878078391696064,9.94195234231882,1.5932273285007174e-16
-11.87781462938328,9.941646578931945,6.13640264818367e-17
-11.877814167706319,9.941611943330361,-2.727928826158354e-17
-11.877276822758482,9.940924230445518,-4.900188616632178e-17
-11.875524924348731,9.938666145546923,-5.305179012390636e-17
-11.874142039704502,9.936291869217934,-1.6704306937455446e-17
-11.87085868302307,9.933106554542563,-3.586342758584883e-17
-11.865091309380748,9.937066916600074,4.657340476682598e-16
-11.84729002782791,9.926939474217667,1.960729981441467e-17
-11.84564481608166,9.931874088482939,2.563886088538187e-16
-11.844871841524476,9.930260192968705,-6.285993967653048e-16
-11.842037830888863,9.919141128082828,-6.091239503346227e-17
-11.841671516101965,9.925859739506903,-8.37895315881407e-18
-11.821269278412672,9.918661818413351,1.2092209264831686e-16
-11.816128027702689,9.911427805811147,-2.0741201355604118e-16
-11.754581699111824,9.887619463795088,1.1615842260187587e-16
-11.737332470105322,9.982999691831163,-5.078460525472015e-16
-11.735430359532376,9.88484840245745,5.500284459199134e-17
-11.728820650024534,9.882505535256605,1.8664132620398028e-17
-11.651364438115714,9.987015127656335,6.235475554618563e-17
-11.648529229319575,9.980129990975826,-3.206198226928434e-16
-11.578675646929618,9.998012161453278,-4.071432864876203e-20
-11.565409657317886,10.033584440834556,-1.6251492839923928e-17
-11.50365125932468,10.003632494861966,8.466134117756747e-20
-11.5,9.999999999999996,-1.2132701872861771e-16
-11.486090495139269,9.993386826212037,-1.5010650778080248e-16
-11.47991113700937,9.98863087496989,-5.290536793826679e-17
-11.471542405866401,9.987152612088154,3.014917676936118e-19
-11.468894602722134,9.988549591135982,5.786180952803667e-18
-11.46864999939146,9.98728084298263,8.902832944173766e-17
-11.465087673592627,9.981425947480073,2.1015734102856098e-17
-11.464650468537528,9.98080302064882,1.3821311518174173e-16
-11.462583933588448,9.98592787321265,-3.4204712654317625e-17
-11.456127305618011,9.9790898457091,1.4565385680111216e-16
-11.442443621037636,9.97417951849612,-9.532634509096835e-18
-11.44239412908912,9.973220813478763,-3.355838022963423e-17
-11.426438312143933,9.967731000988262,1.282081291658564e-16
-11.409855817348223,9.957002816686167,5.792848061244744e-19
-11.406409672580644,9.95373785121718,1.2072871470400895e-18
-11.384075404802584,9.936370627452364,-6.865415370657041e-18
-11.345958635150986,9.923675246950467,-1.5669150961053929e-18
-11.303387113853443,9.98342566592352,1.5635974723007817e-18
-11.298567211192466,10.00595314529809,1.2960998487668112e-16
-11.25801069624746,9.990379802635697,-4.312769657211678e-19
-11.210991637399463,9.962374411413409,-1.5904345401826198e-20
-11.176091722922344,9.993575679049016,3.6148780667315735e-19
-11.153361225168393,9.98316396012911,-5.107566828079395e-18
-11.10462910547924,9.987804496986051,-5.155037306113236e-19
-11.08714284671985,9.979217084879945,-2.0066692075851946e-21
-11.001262924226811,9.97736678476943,5.162898860061663e-18
-10.95724709892949,9.99760859835608,6.247983369676346e-28
-10.845491870402284,9.954757387376057,-6.783648322418403e-19
-9.04808725546674,11.989368914791767,-5.4799813471796125e-28
-8.88772007406233,11.992570107817189,3.4110492159909887e-19
-8.866025403784441,12.000000000000004,2.137098647253692e-18
-8.836365578416604,11.983104265832434,5.508730767506531e-25
-8.818714210444664,11.977460367412872,-4.604949521237758e-18
-8.816632244001674,12.00334900449988,2.0026585030079957e-17
-8.809016994374947,12.0,7.994379725086357e-18
-8.809016994374947,12.00000000000001,-1.0440029343989168e-17
-8.799013240543854,11.994173883908893,-5.8789251935147535e-18
-8.784304256695933,11.986505613928555,-6.78066930338428e-18
-8.773041192100482,11.975592624590956,7.631790529777779e-30
-8.717900921953031,12.002932684719825,4.79642577921953e-18
-8.707106781186557,12.000000000000023,-7.59766621434279e-18
-8.707106781186557,12.000000000000007,2.6061994791658633e-18
-8.70710678118655,11.999999999999993,1.7996383351299478e-17
-8.707106781186546,12.000000000000007,-1.1739818783001821e-17
-8.707106781186546,12.000000000000009,1.8143912951128085e-17
-8.707106781186546,11.999999999999991,-9.917814295655093e-18
-8.688717233025187,11.988840138325141,-2.781897383846673e-18
-8.681451669168219,11.985828180375133,5.5696656731443865e-18
